Ch1 Amplitude,Ch2 Amplitude,Cluster
2411.71338,6762.15527,4
2411.85449,1625.97241,1
2412.1333,6998.599,4
2412.94922,1616.49756,1
2413.115,1657.78906,1
2413.126,1716.96143,1
2413.23315,1747.10217,1
2413.495,1748.39587,1
2413.88062,1735.98145,1
2414.09521,1705.58435,1
2414.19238,1616.91626,1
2414.36426,1671.72949,1
2414.37256,1670.8739,1
2414.53882,1717.58972,1
2414.85449,1605.32117,1
2414.87378,1643.76526,1
2414.8877,1672.64258,1
2415.193,1670.25781,1
2415.27856,1672.68738,1
2415.39258,7089.01758,4
2415.808,1710.00427,1
2416.11719,1619.98242,1
2416.151,1627.16882,1
2416.393,7039.8877,4
2416.66626,1694.4967,1
2416.75952,1616.94971,1
2416.93872,1733.978,1
2417.08838,6933.456,4
2417.09277,7075.581,4
2417.14282,1644.40723,1
2417.14551,1697.14758,1
2417.23877,1761.65588,1
2417.361,1598.76611,1
2417.45483,1750.43042,1
2417.744,1676.04553,1
2417.91577,1684.6543,1
2417.94458,1664.00146,1
2418.09,6278.432,4
2418.22314,6894.271,4
2418.24976,1730.75989,1
2418.346,1712.45471,1
2418.483,1613.39661,1
2418.50659,1625.52649,1
2418.51978,1639.19067,1
2418.65,1685.95837,1
2418.66235,1683.68262,1
2418.74048,6816.705,4
2419.06665,1614.15637,1
2419.15161,1668.8313,1
2419.16,1683.20715,1
2419.4834,6868.989,4
2419.598,1668.46838,1
2419.942,1693.24182,1
2420.17383,1694.88281,1
2420.32056,1685.12927,1
2420.528,1757.45569,1
2420.61,1699.107,1
2420.65,1671.23047,1
2420.73828,6808.24365,4
2420.843,1610.3949,1
2420.89844,1664.71,1
2421.05981,6885.692,4
2421.33667,1573.30139,1
2421.4895,1723.04187,1
2421.50366,1672.45044,1
2421.63843,1704.40515,1
2422.01465,1722.05225,1
2422.14966,1655.78638,1
2422.39575,1647.11865,1
2422.517,1635.53564,1
2422.58154,1731.96729,1
2422.63721,6974.059,4
2422.73853,6734.34863,4
2423.06519,1587.28687,1
2423.143,1694.32532,1
2423.511,1629.30762,1
2423.71338,1692.12842,1
2423.81348,6848.293,4
2423.962,7125.048,4
2423.99658,1725.08838,1
2424.1748,1703.86682,1
2424.18848,1640.15039,1
2424.21069,1545.39453,1
2424.2522,1728.97852,1
2424.47144,1707.25208,1
2424.50146,1701.4801,1
2424.502,7028.90039,4
2424.575,1659.67151,1
2424.77026,1753.036,1
2424.84985,1667.52393,1
2425.01147,1651.30664,1
2425.35,1624.29541,1
2425.44775,1645.49219,1
2425.497,1702.36438,1
2425.57983,1685.25574,1
2425.8208,1652.35583,1
2425.839,1692.59692,1
2426.27075,1666.05469,1
2426.29175,6764.445,4
2426.55713,1719.77148,1
2427.121,1738.47876,1
2427.167,1653.12756,1
2427.24487,1591.00488,1
2427.28516,1664.9552,1
2427.33423,6901.914,4
2427.41553,7081.42529,4
2427.50635,1699.943,1
2427.59326,1573.978,1
2427.76074,7016.601,4
2427.80884,6903.918,4
2427.98,6854.72852,4
2428.04053,1686.9325,1
2428.062,1666.14624,1
2428.12036,1673.71936,1
2428.18286,1642.57117,1
2428.2395,1601.0177,1
2428.43848,1659.82971,1
2428.59619,1652.9375,1
2428.63257,1742.13611,1
2428.63623,1664.2085,1
2428.726,1742.52832,1
2429.12,6819.77637,4
2429.12524,1728.286,1
2429.34668,1693.88745,1
2429.51367,1713.753,1
2429.51953,1665.03845,1
2429.65918,1666.07043,1
2429.75,1640.11084,1
2429.75562,1663.28918,1
2429.99463,1707.78674,1
2430.25073,1605.06946,1
2430.29077,6972.824,4
2430.67432,1682.77075,1
2430.88281,1713.05981,1
2430.89551,1688.04968,1
2431.05566,1756.6814,1
2431.194,1689.57458,1
2431.349,1607.59473,1
2431.44946,7072.30273,4
2431.51,1692.646,1
2431.58545,1731.10376,1
2431.63721,1729.6283,1
2431.91138,1767.07178,1
2431.96045,1727.74487,1
2432.04858,1685.03552,1
2432.075,1643.8606,1
2432.08276,1750.42993,1
2432.13916,1614.89319,1
2432.16943,1710.2168,1
2432.1897,1718.31506,1
2432.24756,1744.57178,1
2432.2522,1708.68054,1
2432.28149,1629.435,1
2432.37,6901.23145,4
2432.37476,6956.87646,4
2432.422,1674.63843,1
2432.444,1615.81665,1
2432.49146,1676.45117,1
2432.50073,1503.37341,1
2432.50464,1661.205,1
2432.54175,6888.258,4
2432.5835,1706.46228,1
2432.66284,1711.89771,1
2432.691,1697.952,1
2432.8147,1661.669,1
2432.96973,1750.23669,1
2432.988,6789.515,4
2433.07129,7049.76465,4
2433.1123,1655.69788,1
2433.15845,1582.0614,1
2433.3938,7025.917,4
2433.44336,1696.91284,1
2433.53247,1699.28552,1
2433.585,1702.87439,1
2433.64258,6981.21973,4
2433.89258,1613.75867,1
2433.92969,1707.73425,1
2434.03955,1616.72375,1
2434.07764,1702.46045,1
2434.082,1834.52856,1
2434.107,1669.835,1
2434.296,1670.01929,1
2434.61475,1704.51086,1
2434.7937,6797.71436,4
2434.86255,1706.48108,1
2434.88184,4616.21631,4
2434.893,1657.96472,1
2434.97852,1665.53882,1
2434.99658,1701.46973,1
2435.01318,5861.854,4
2435.147,1665.80847,1
2435.17676,1648.79309,1
2435.19,1665.34851,1
2435.31665,1757.00452,1
2435.38184,7015.90869,4
2435.61646,1656.11438,1
2435.62744,7073.59668,4
2436.03955,1683.32349,1
2436.094,1669.25171,1
2436.19287,6909.117,4
2436.229,1637.36194,1
2436.262,1693.14612,1
2436.48535,1562.99426,1
2436.52637,6954.086,4
2436.65283,1723.07458,1
2436.79,1706.19775,1
2436.82471,1621.51282,1
2436.89331,1635.29492,1
2436.9,6863.659,4
2437.08472,1664.95569,1
2437.2417,1704.61865,1
2437.31787,1719.695,1
2437.378,1714.05469,1
2437.47217,1824.56433,1
2437.577,1695.739,1
2437.58374,1625.1084,1
2437.639,1694.566,1
2437.68555,6993.35547,4
2437.90015,1629.70959,1
2437.947,7078.29932,4
2438.003,1680.826,1
2438.02,1677.969,1
2438.13062,7065.964,4
2438.24585,7045.141,4
2438.28369,1616.34253,1
2438.41675,1676.77039,1
2438.4187,1596.21631,1
2438.53076,1739.77759,1
2438.589,7000.82227,4
2438.705,7051.13574,4
2438.707,6775.168,4
2438.74951,6932.319,4
2438.75537,1663.43591,1
2438.79858,1639.486,1
2438.89355,1687.28076,1
2439.03638,1723.13452,1
2439.08545,1666.56567,1
2439.19263,1686.14685,1
2439.19824,7097.31,4
2439.23462,1709.13745,1
2439.24536,1661.512,1
2439.33179,1702.63989,1
2439.44458,1759.01929,1
2439.48828,1683.591,1
2439.60645,1735.46069,1
2439.64746,1663.32324,1
2439.65,1702.36731,1
2439.72314,7101.404,4
2439.78052,1648.02844,1
2439.84351,1690.29382,1
2440.22339,1648.52563,1
2440.22876,1723.44531,1
2440.24536,1669.82117,1
2440.259,1636,1
2440.55615,1670.6355,1
2440.61865,1666.40808,1
2440.62451,1652.147,1
2440.63965,1769.176,1
2440.72925,1656.6748,1
2440.80981,1679.74768,1
2441.00562,1823.27563,1
2441.096,7108.00732,4
2441.12769,1648.19678,1
2441.13135,6854.952,4
2441.15259,1672.73364,1
2441.15942,1671.716,1
2441.22534,1684.93774,1
2441.22583,6914.56152,4
2441.2334,6934.495,4
2441.31445,1717.93726,1
2441.43237,1663.89734,1
2441.68213,1724.76526,1
2441.69019,7005.38574,4
2441.77344,7079.67,4
2441.79077,1714.91016,1
2441.81055,1704.14075,1
2441.811,1719.02844,1
2441.82251,1668.45117,1
2441.85156,1757.18665,1
2441.85181,1675.99524,1
2441.86523,6958.23633,4
2441.87036,1659.76855,1
2441.89331,6889.21,4
2442.02783,1716.06384,1
2442.03516,1702.77612,1
2442.04248,1695.905,1
2442.22827,1662.56812,1
2442.23022,1722.03772,1
2442.32153,1708.84485,1
2442.39355,1804.88818,1
2442.507,1663.84424,1
2442.586,6796.61865,4
2442.66772,1743.6731,1
2442.72314,1635.67566,1
2442.797,1699.8656,1
2442.80225,1671.87048,1
2442.8667,6665.116,4
2442.87744,1679.51807,1
2442.88623,6824.77148,4
2442.905,1685.77808,1
2442.92871,1634.87659,1
2442.94141,1705.0885,1
2443.01245,6826.709,4
2443.0564,6981.286,4
2443.093,1633.87244,1
2443.15112,1621.56348,1
2443.175,1711.37524,1
2443.24414,6932.99072,4
2443.25415,1771.27112,1
2443.412,1673.40369,1
2443.4292,1656.69116,1
2443.47363,1748.38159,1
2443.636,1706.48694,1
2443.74219,1605.44421,1
2443.94214,1656.091,1
2443.94653,6888.634,4
2444.00171,1631.28613,1
2444.12427,1731.08716,1
2444.22241,1651.54773,1
2444.292,1705.49036,1
2444.31348,1666.04761,1
2444.44946,6682.94336,4
2444.44971,6847.13965,4
2444.45679,1714.355,1
2444.483,1644.44812,1
2444.61523,6845.418,4
2444.755,1671.02539,1
2444.78149,1634.43958,1
2444.82959,1708.79724,1
2444.8562,1706.50037,1
2444.956,1735.273,1
2444.95654,1616.46143,1
2444.99365,6786.71826,4
2445.08838,1682.84863,1
2445.08887,1682.38684,1
2445.09839,6968.95264,4
2445.11914,1717.49182,1
2445.20947,1620.91492,1
2445.30176,1588.90845,1
2445.3186,1615.19324,1
2445.598,1582.0874,1
2445.6626,1679.92334,1
2445.7854,1634.959,1
2445.78784,6929.179,4
2445.78931,1745.90137,1
2445.835,1691.10022,1
2445.9248,1652.75549,1
2446.04639,1757.23975,1
2446.12549,1646.353,1
2446.1355,1731.69043,1
2446.22046,1680.03967,1
2446.22729,1628.14282,1
2446.23877,1720.95032,1
2446.311,1722.5144,1
2446.327,5674.836,4
2446.36328,1593.86951,1
2446.42578,1694.36536,1
2446.45874,1687.86755,1
2446.505,7227.576,4
2446.505,1706.1134,1
2446.55078,1708.90967,1
2446.56934,1706.0542,1
2446.59814,1667.39832,1
2446.60449,7006.79541,4
2446.635,1694.12537,1
2446.67627,1582.30725,1
2446.723,1704.27185,1
2446.7417,1690.81677,1
2446.742,1728.42249,1
2446.743,1706.86816,1
2446.77783,1706.20544,1
2446.78125,7032.104,4
2446.81128,1703.01953,1
2446.81519,1730.532,1
2446.964,6944.669,4
2447.03369,1641.16248,1
2447.049,1672.45984,1
2447.10425,7103.748,4
2447.20044,1721.4928,1
2447.33154,1723.04443,1
2447.36816,1672.13062,1
2447.4397,1684.89917,1
2447.47534,1664.837,1
2447.572,1789.63489,1
2447.67139,1737.12488,1
2447.67725,6686.808,4
2447.702,1721.4624,1
2447.76978,1650.2041,1
2447.81665,1684.38318,1
2447.90283,1687.33093,1
2447.97681,1727.03223,1
2448.01782,1670.93079,1
2448.037,1665.90625,1
2448.099,1624.75415,1
2448.15112,1736.941,1
2448.15112,1685.50427,1
2448.1626,1665.77393,1
2448.20947,1689.13452,1
2448.42285,1704.19165,1
2448.42847,1622.94373,1
2448.465,1716.92529,1
2448.547,1698.79932,1
2448.79126,1648.38147,1
2448.887,6830.14844,4
2448.93677,1724.18311,1
2448.949,1677.272,1
2448.955,1706.05994,1
2448.96,1657.66748,1
2448.96,1715.84937,1
2449.09424,1649.06714,1
2449.216,1672.762,1
2449.216,1660.77075,1
2449.21777,1730.97815,1
2449.272,1698.80933,1
2449.33032,1663.27246,1
2449.34253,1659.38245,1
2449.371,1684.19421,1
2449.37231,1819.86963,1
2449.39,1677.895,1
2449.41846,6936.24072,4
2449.4502,1751.83838,1
2449.47778,1727.1543,1
2449.50757,1713.90173,1
2449.58813,6908.023,4
2449.6145,1734.02478,1
2449.73486,1603.36951,1
2449.73584,1661.06091,1
2449.74731,1686.51941,1
2449.845,5293.007,4
2449.959,6851.43652,4
2449.96631,1685.98535,1
2450.04346,7021.99268,4
2450.06372,1706.23657,1
2450.09521,7078.06836,4
2450.15161,6957.396,4
2450.17236,6995.26172,4
2450.29639,6867.10156,4
2450.31,6889.94971,4
2450.35522,1679.13269,1
2450.35645,1704.582,1
2450.41479,7101.26563,4
2450.7312,6921.67773,4
2450.75024,1739.67773,1
2450.77075,1698.82751,1
2450.77319,7025.76074,4
2450.787,1667.89465,1
2450.80225,1688.581,1
2450.87134,1693.7572,1
2450.956,7089.90625,4
2451.014,1633.4585,1
2451.04517,1743.74512,1
2451.07886,1629.97473,1
2451.11133,1644.20325,1
2451.13452,6923.38525,4
2451.14917,1742.857,1
2451.26367,1736.13647,1
2451.2688,1597.47168,1
2451.27368,1670.00879,1
2451.29346,1657.68359,1
2451.32617,1627.62891,1
2451.342,1666.09058,1
2451.38281,1700.93933,1
2451.394,1725.12341,1
2451.44019,1721.49854,1
2451.45825,1747.53186,1
2451.47656,1674.053,1
2451.7417,1658.09473,1
2451.74536,1736.027,1
2451.832,1631.93713,1
2451.85986,7027.31738,4
2451.884,1723.78467,1
2451.8855,1721.36035,1
2451.93774,1652.98108,1
2451.953,1630.86841,1
2451.99072,1716.98291,1
2451.99683,1713.06714,1
2452.054,1670.68591,1
2452.07324,7076.57666,4
2452.2312,1719.30518,1
2452.25415,1671.60461,1
2452.26685,1751.36719,1
2452.32642,6977.553,4
2452.365,3484.85571,1
2452.40771,1722.44446,1
2452.42676,1652.18445,1
2452.44775,1642.9939,1
2452.48413,1700.05762,1
2452.51758,1756.751,1
2452.59326,1625.63159,1
2452.61572,1752.32275,1
2452.63525,1709.30981,1
2452.64771,1689.11035,1
2452.71216,7089.536,4
2452.836,6732.37939,4
2452.89185,1753.91052,1
2452.903,7069.029,4
2452.919,6870.24756,4
2452.9375,1544.98474,1
2452.95337,1640.79358,1
2452.97314,1715.0929,1
2452.97339,1727.24878,1
2452.984,1675.00659,1
2453.21045,1733.22571,1
2453.24463,1652.28162,1
2453.24634,1809.309,1
2453.25977,1671.22632,1
2453.43823,1697.12573,1
2453.46118,1647.7417,1
2453.47974,1668.56311,1
2453.50024,1609.20081,1
2453.511,1687.60193,1
2453.535,1643.19263,1
2453.60327,7216.05566,4
2453.61987,1749.567,1
2453.62378,7039.28857,4
2453.64551,1624.65356,1
2453.68066,7042.70654,4
2453.68945,1635.80457,1
2453.79883,1669.34766,1
2453.81421,1587.38867,1
2453.90552,1709.3009,1
2453.92188,6636.34229,4
2454.01563,1700.18713,1
2454.058,1706.47961,1
2454.08325,1707.91577,1
2454.105,1666.83752,1
2454.10986,1631.17273,1
2454.13452,1604.40015,1
2454.152,1681.34814,1
2454.2146,1687.85425,1
2454.23364,1651.62537,1
2454.24585,7210.792,4
2454.31274,6968.17969,4
2454.31543,1650.587,1
2454.31787,1733.96045,1
2454.3186,1676.48181,1
2454.35669,1618.119,1
2454.47363,1710.74841,1
2454.51025,1622.76465,1
2454.52368,1586.13208,1
2454.64038,1655.95117,1
2454.78931,1796.81689,1
2454.81348,1710.54932,1
2454.83667,1649.476,1
2454.866,1698.9729,1
2454.88965,1646.8219,1
2454.88965,1792.57935,1
2454.89478,1663.87451,1
2454.92749,1686.83716,1
2454.96338,1725.41516,1
2454.986,1701.3208,1
2454.99829,1681.63391,1
2455.05518,1672.699,1
2455.15625,7060.8,4
2455.16357,1718.0824,1
2455.20581,1652.25427,1
2455.22632,1606.83789,1
2455.27246,1694.114,1
2455.30469,1702.17456,1
2455.33838,1634.07214,1
2455.34375,5899.48145,4
2455.39673,1647.31543,1
2455.41479,1765.22034,1
2455.46484,1689.25623,1
2455.494,5899.85,4
2455.62,1701.201,1
2455.79517,1708.8811,1
2455.814,1692.69006,1
2455.9707,1766.31885,1
2455.98,1679.40088,1
2455.993,1659.06665,1
2456.05347,1666.08533,1
2456.17847,6970.66162,4
2456.19629,1637.27515,1
2456.20947,6951.298,4
2456.32617,1605.92456,1
2456.351,1649.8811,1
2456.35986,1642.47449,1
2456.37915,1645.05554,1
2456.39063,1638.23462,1
2456.43848,6730.079,4
2456.44434,1632.87561,1
2456.45166,1596.79626,1
2456.47437,6965.3335,4
2456.47754,1761.29407,1
2456.50732,1640.819,1
2456.53369,1739.59509,1
2456.553,1735.93457,1
2456.557,1640.77869,1
2456.58276,1692.22729,1
2456.58325,6972.631,4
2456.64,7205.82959,4
2456.67749,1688.42639,1
2456.742,6738.02539,4
2456.78076,1753.67737,1
2456.80713,1662.164,1
2456.85376,1625.81921,1
2456.87231,1716.51526,1
2456.989,1655.19678,1
2457.13281,1603.44971,1
2457.14331,6957.51172,4
2457.156,1599.71936,1
2457.22217,1653.03186,1
2457.306,1769.61475,1
2457.33545,1652.2002,1
2457.5835,1649.61438,1
2457.62256,1654.3645,1
2457.6228,6999.38574,4
2457.629,1663.10864,1
2457.635,1723.21033,1
2457.70313,1626.69409,1
2457.80542,1761.72,1
2457.833,1725.92847,1
2457.96924,1614.92834,1
2457.98218,1617.10193,1
2457.9834,6857.66846,4
2458.01782,1696.0365,1
2458.04321,1728.77478,1
2458.07129,1688.29736,1
2458.14429,1554.289,1
2458.17065,1638.17493,1
2458.17358,1695.64771,1
2458.195,6934.552,4
2458.23535,1659.71887,1
2458.24146,2142.55518,1
2458.28149,1681.09265,1
2458.29126,1681.61255,1
2458.347,1677.61133,1
2458.442,1672.532,1
2458.451,1635.70044,1
2458.51343,1782.74878,1
2458.57031,6945.44,4
2458.67065,6841.04736,4
2458.77441,1714.34326,1
2458.813,6965.25635,4
2458.84937,1734.679,1
2458.88672,6830.32,4
2458.903,1680.11926,1
2459.187,1761.41919,1
2459.21362,1672.06885,1
2459.21826,1647.25122,1
2459.2356,1675.22437,1
2459.24219,1670.18494,1
2459.26343,1625.82166,1
2459.313,1710.83569,1
2459.314,1657.03918,1
2459.354,1652.65442,1
2459.364,1677.61755,1
2459.38379,1769.92407,1
2459.388,1595.275,1
2459.42334,5545.38037,4
2459.43164,1701.86194,1
2459.449,1674.251,1
2459.45679,6818.148,4
2459.51123,1698.09558,1
2459.56055,1656.79712,1
2459.62256,1619.81384,1
2459.63159,1699.42627,1
2459.66919,1637.16077,1
2459.676,1744.45557,1
2459.70435,6823.304,4
2459.71924,1659.72253,1
2459.75854,1657.16516,1
2459.77344,1650.28613,1
2459.796,1688.07,1
2459.8125,1659.89465,1
2459.91455,1598.633,1
2460.022,1637.19055,1
2460.02466,1651.387,1
2460.06665,1726.16638,1
2460.11035,1703.897,1
2460.236,1692.6748,1
2460.28955,1748.34875,1
2460.32349,1618.04639,1
2460.33813,1685.54919,1
2460.344,1748.282,1
2460.37183,1700.37891,1
2460.37451,1718.68445,1
2460.394,1698.23157,1
2460.48364,1726.90344,1
2460.49219,7033.97363,4
2460.499,1665.41785,1
2460.53833,1655.8092,1
2460.5498,7094.07568,4
2460.57373,1680.9137,1
2460.579,1724.27588,1
2460.67871,1621.6604,1
2460.77246,1670.24731,1
2460.77759,1751.1792,1
2460.79419,1690.46,1
2460.81445,1662.11011,1
2460.819,1675.16675,1
2460.85718,1796.029,1
2460.88013,1655.87854,1
2460.8855,1670.21362,1
2461.00464,1673.03711,1
2461.02637,1670.50183,1
2461.04688,7185.1626,4
2461.072,1620.16,1
2461.074,1648.69788,1
2461.08032,1644.11816,1
2461.18262,1712.66809,1
2461.205,1640.84021,1
2461.27441,1750.58044,1
2461.29517,1764.70813,1
2461.35449,1688.84827,1
2461.3894,1628.1073,1
2461.39526,6802.81934,4
2461.40161,7003.10938,4
2461.403,1636.71655,1
2461.405,1606.91235,1
2461.41016,6904.52539,4
2461.43921,1641.4519,1
2461.45313,6726.11963,4
2461.469,1767.57,1
2461.54,1639.79956,1
2461.56665,1677.642,1
2461.583,1653.3634,1
2461.61182,1635.82727,1
2461.679,6868.54,4
2461.701,1756.41968,1
2461.75146,1692.71143,1
2461.75879,1695.57727,1
2461.78369,7018.24268,4
2461.78857,1683.426,1
2461.836,1606.99719,1
2461.83936,1670.03687,1
2461.88037,1654.49292,1
2461.886,1674.39832,1
2461.89526,1704.1803,1
2461.95386,1700.85327,1
2461.97754,1545.09448,1
2461.98169,1651.56946,1
2462.03735,1624.16455,1
2462.06372,1626.61279,1
2462.11133,1644.69019,1
2462.14917,1607.43091,1
2462.1604,1721.21155,1
2462.21851,1811.15137,1
2462.21948,1762.23877,1
2462.30957,1673.71228,1
2462.336,1718.22363,1
2462.37061,6974.20166,4
2462.394,1631.897,1
2462.395,1725.20154,1
2462.42383,1675.96887,1
2462.43579,6903.4917,4
2462.4502,1723.292,1
2462.45459,1637.564,1
2462.47681,1626.60352,1
2462.60156,1729.54321,1
2462.644,7111.365,4
2462.64673,1642.70642,1
2462.6814,1684.29272,1
2462.78882,1670.78235,1
2462.85864,6929.654,4
2462.86279,1697.93311,1
2462.91064,1726.30774,1
2462.95435,1702.25891,1
2463.00659,1673.86157,1
2463.04321,1629.24341,1
2463.05249,1690.4635,1
2463.07324,1719.78186,1
2463.108,1644.11255,1
2463.2002,1702.15015,1
2463.20581,7100.312,4
2463.20654,1765.63013,1
2463.21875,1657.81506,1
2463.21948,1768.049,1
2463.2644,1659.63867,1
2463.26758,1598.469,1
2463.27881,1729.99609,1
2463.287,1688.81824,1
2463.33252,1661.322,1
2463.33765,1749.74268,1
2463.375,1728.2793,1
2463.40747,1617.3783,1
2463.45239,1646.99036,1
2463.47119,1710.83582,1
2463.47144,1682.86365,1
2463.51123,1760.54272,1
2463.56616,1615.09509,1
2463.59424,1608.58752,1
2463.68359,1706.96509,1
2463.766,1657.164,1
2463.78613,1629.89587,1
2463.7876,1674.4967,1
2463.83862,1732.343,1
2463.84253,1647.63538,1
2463.84351,1676.1394,1
2463.84375,1665.06628,1
2463.89331,1691.00415,1
2463.953,1554.37854,1
2463.981,1618.78613,1
2463.993,1679.1615,1
2464.029,1660.64807,1
2464.0293,1675.516,1
2464.04834,1632.39417,1
2464.0686,1672.54016,1
2464.22583,1743.685,1
2464.28638,1681.1322,1
2464.30054,1651.7218,1
2464.31323,1662.71631,1
2464.349,1680.44678,1
2464.36548,1699.66235,1
2464.38159,1700.04285,1
2464.39673,1695.1947,1
2464.44873,1675.50159,1
2464.571,1609.23853,1
2464.58887,1630.69141,1
2464.59985,6995.27539,4
2464.62549,1723.5061,1
2464.63867,1791.1897,1
2464.727,1717.286,1
2464.80054,1723.601,1
2464.91553,1750.1626,1
2464.9834,7069.045,4
2465.00244,1648.88159,1
2465.02539,1741.70874,1
2465.05054,1744.81714,1
2465.05151,1610.13623,1
2465.06543,1626.72,1
2465.08081,1621.273,1
2465.29443,1569.634,1
2465.32275,1680.933,1
2465.39478,7041.915,4
2465.40918,1735.02258,1
2465.4856,6945.763,4
2465.496,1706.48743,1
2465.5166,1667.53052,1
2465.52441,1707.73145,1
2465.549,1693.50171,1
2465.59888,7049.223,4
2465.61841,1695.96887,1
2465.62671,4962.473,4
2465.69873,6879.38037,4
2465.71313,1656.8147,1
2465.727,1557.67737,1
2465.77539,1664.32861,1
2465.793,1756.80957,1
2465.82935,1723.44275,1
2465.82983,1623.2085,1
2465.83936,1754.80835,1
2465.90283,1695.13953,1
2465.95142,1737.92126,1
2465.96436,7058.46436,4
2465.98975,6920.737,4
2466.00537,1627.29041,1
2466.00732,1595.509,1
2466.01587,7049.797,4
2466.02441,1714.45508,1
2466.08325,1746.96,1
2466.08545,1720.8988,1
2466.10645,1678.37659,1
2466.124,1643.21741,1
2466.1438,1683.13647,1
2466.176,1717.21118,1
2466.194,1637.68323,1
2466.27734,7207.7417,4
2466.33716,1722.29382,1
2466.343,1579.66626,1
2466.35352,1742.00916,1
2466.38037,6919.777,4
2466.38672,6516.076,4
2466.38843,1757.366,1
2466.402,1662.49768,1
2466.4104,1749.61023,1
2466.487,1803.37671,1
2466.52563,1668.04553,1
2466.53833,1657.61035,1
2466.593,1649.56116,1
2466.61646,1713.87744,1
2466.70142,1701.427,1
2466.705,1806.665,1
2466.76074,1685.09253,1
2466.76685,1612.00354,1
2466.78223,1761.7605,1
2466.94214,6990.19629,4
2466.96265,1729.68542,1
2466.97217,1676.013,1
2466.97852,1652.88293,1
2467.01221,7017.30225,4
2467.02271,1701.32886,1
2467.10547,1699.03345,1
2467.115,1570.2937,1
2467.127,1700.5415,1
2467.1416,1731.67566,1
2467.26123,1681.518,1
2467.26978,1588.2561,1
2467.31934,7030.40137,4
2467.41455,1732.94629,1
2467.41675,6369.83,4
2467.48169,1589.95532,1
2467.501,1724.8241,1
2467.516,1796.67126,1
2467.549,1632.37366,1
2467.587,1561.86926,1
2467.59668,1652.64551,1
2467.602,1582.84668,1
2467.711,6941.206,4
2467.741,7026.70264,4
2467.75537,1616.71484,1
2467.78149,1652.55,1
2467.80444,1630.03735,1
2467.867,1681.981,1
2467.934,6990.982,4
2467.985,1582.50989,1
2467.9978,1712.59436,1
2468.01636,1739.85986,1
2468.12744,1607.773,1
2468.1582,1636.87866,1
2468.16064,1721.63916,1
2468.17017,1648.3916,1
2468.21777,1791.4635,1
2468.238,1694.74255,1
2468.35913,1671.86353,1
2468.40918,1685.77856,1
2468.40918,1696.78357,1
2468.41553,6855.92773,4
2468.44141,1682.31433,1
2468.48218,1710.051,1
2468.48633,1697.64124,1
2468.50171,1637.60022,1
2468.52612,7084.377,4
2468.553,1659.813,1
2468.55518,1661.87146,1
2468.56,1708.67432,1
2468.592,1703.73792,1
2468.634,1583.33472,1
2468.64087,1635.29163,1
2468.743,1750.61023,1
2468.7832,1651.78418,1
2468.80762,1699.8457,1
2468.856,1654.336,1
2468.86572,6410.2583,4
2468.8667,1634.03381,1
2468.87915,1584.17725,1
2468.95117,1743.21521,1
2468.99243,1611.55725,1
2469.02466,1734.04028,1
2469.0874,1633.50952,1
2469.08862,1678.04224,1
2469.16333,1718.059,1
2469.1748,1655.265,1
2469.1875,7004.93,4
2469.28052,1665.97021,1
2469.291,1717.15173,1
2469.49243,1684.07166,1
2469.53418,1639.53479,1
2469.59058,1718.15,1
2469.60181,1657.343,1
2469.64185,1700.62024,1
2469.66821,1688.37268,1
2469.69287,1787.09912,1
2469.71826,1674.224,1
