Ch1 Amplitude,Ch2 Amplitude,Cluster
2388.16943,6605.15527,4
2388.47876,1697.23621,1
2388.50562,6937.066,4
2388.60425,1683.656,1
2388.75854,1711.559,1
2389.36621,1698.5304,1
2390.01929,1639.002,1
2390.03613,1676.939,1
2390.14917,6930.5957,4
2390.30347,1659.6283,1
2390.39844,1672.83313,1
2390.50781,6817.603,4
2390.708,1659.83093,1
2390.784,1826.42627,1
2390.793,6829.28027,4
2390.99,1683.58667,1
2391.223,1728.1405,1
2391.23584,1669.10034,1
2392.236,6987.358,4
2392.275,1649.61292,1
2392.50244,1695.43713,1
2392.982,1743.33154,1
2393.41577,1750.5155,1
2393.61377,6886.193,4
2393.64478,1640.25757,1
2393.77319,6792.10254,4
2393.857,1641.9303,1
2394.3125,1747.13391,1
2394.33472,1675.38293,1
2394.46313,1589.62244,1
2394.51587,1681.651,1
2394.79883,1712.86841,1
2394.837,6836.314,4
2394.93945,4863.80469,4
2395.066,1625.58716,1
2395.076,1615.83862,1
2395.37231,1603.8407,1
2395.42139,1587.57007,1
2395.90552,1686.166,1
2395.936,1720.33215,1
2397.303,1682.1156,1
2397.3772,1691.60229,1
2397.44775,1687.35352,1
2397.66479,1651.48059,1
2397.91,1704.42786,1
2397.92749,1656.97412,1
2398.09521,1700.86243,1
2398.11768,6020.19238,4
2398.11914,6920.852,4
2398.19141,6846.604,4
2398.42627,1711.153,1
2398.44458,1684.84534,1
2398.69751,1606.89832,1
2398.76855,1763.39209,1
2398.82715,1657.8866,1
2398.98267,1691.11157,1
2399.06763,1677.70728,1
2399.728,1689.64465,1
2399.8418,6918.98926,4
2399.8457,1653.24854,1
2399.90381,1672.92407,1
2400.076,7086.203,4
2400.08154,1687.38269,1
2400.11035,1609.616,1
2400.13525,1741.03333,1
2400.21,6950.06836,4
2400.22168,6819.546,4
2400.24731,1655.28784,1
2400.322,1651.22229,1
2400.35181,6916.907,4
2400.35181,1618.66284,1
2400.4502,1717.26245,1
2400.53662,6932.43945,4
2400.54761,6868.44,4
2400.795,1626.749,1
2401.34937,1685.53516,1
2401.36084,1482.87842,1
2401.39771,1646.16931,1
2401.6438,1711.05591,1
2401.90918,1695.76953,1
2402.28418,1640.77563,1
2402.41724,1697.88062,1
2402.43066,1645.93213,1
2402.48218,1655.79614,1
2402.87329,1744.212,1
2403.028,1730.10461,1
2403.08154,1596.80078,1
2403.23145,1633.69275,1
2403.26953,7006.615,4
2403.55,6885.1,4
2403.59766,6988,4
2403.65918,1724.52075,1
2403.681,1656.52954,1
2403.928,1665.96,1
2404.086,1725.22034,1
2404.10376,1731.85,1
2404.11353,6955.09961,4
2404.12,1714.94849,1
2404.51733,1694.75415,1
2404.58179,1668.703,1
2404.586,1785.92285,1
2404.82715,1665.94214,1
2404.96436,6857.39,4
2405.23047,1643.80444,1
2405.65454,1690.53088,1
2405.68481,1699.88452,1
2405.73535,6901.861,4
2405.74878,1624.766,1
2405.78638,1680.74524,1
2405.8313,1677.992,1
2406.532,1656.03943,1
2406.578,1642.88135,1
2406.62476,1635.1814,1
2406.634,1689.03528,1
2406.652,1691.00085,1
2406.70215,4914.31152,4
2406.73633,1748.48962,1
2406.76538,1701.47058,1
2406.884,1685.27026,1
2406.983,1632.87439,1
2407.02319,1707.67322,1
2407.03687,1677.19287,1
2407.102,6990.649,4
2407.14185,1767.4248,1
2407.20386,6900.532,4
2407.27856,1617.025,1
2407.28369,1700.15845,1
2407.50342,1708.34851,1
2407.55713,1623.77979,1
2407.606,1558.85718,1
2407.67261,1615.70117,1
2407.89087,1746.04346,1
2408.07861,1691.57,1
2408.17773,1696.06506,1
2408.23584,1740.31458,1
2408.26074,1695.49561,1
2408.27466,1606.3291,1
2408.3103,1682.1062,1
2408.33276,1686.16174,1
2408.379,1670.36768,1
2408.5022,1683.6084,1
2408.63354,1735.0033,1
2408.66968,1706.96228,1
2408.674,1597.8269,1
2408.722,1722.03723,1
2408.82764,1637.72632,1
2408.908,1608.3335,1
2409.27881,1680.79419,1
2409.3125,1757.01892,1
2409.35718,6976.845,4
2409.47827,1617.16663,1
2409.517,1660.03162,1
2409.525,1617.71,1
2409.55933,1708.13745,1
2409.561,1706.81641,1
2409.59375,1617.11914,1
2409.60474,1715.15869,1
2409.61768,1759.58838,1
2409.63452,1592.14783,1
2409.67676,1649.57788,1
2409.73218,6887.0874,4
2409.78223,1641.82056,1
2409.905,1669.24292,1
2409.92773,1609.82336,1
2409.98267,1571.21411,1
2410.151,1667.40527,1
2410.42969,1653.38452,1
2410.818,1714.96484,1
2410.8396,1783.0542,1
2410.899,1634.94592,1
2410.90259,1654.542,1
2411.18945,1607.62891,1
2411.273,1692.45215,1
2411.39282,1671.94348,1
2411.4082,1614.00659,1
2411.44141,1651.23572,1
2411.50513,1656.839,1
2411.57617,1592.95154,1
2411.61621,1562.9292,1
2411.62842,1704.275,1
2411.66333,1603.75769,1
2411.70581,1722.02649,1
2411.70874,1563.76184,1
2411.73145,1742.92188,1
2411.77417,1659.97766,1
2411.798,1614.87463,1
2411.8833,6808.385,4
2412.08081,1602.89929,1
2412.085,1677.67883,1
2412.093,1654.04211,1
2412.11987,1702.2312,1
2412.219,1730.3573,1
2412.27051,1611.94824,1
2412.33765,1693.17444,1
2412.50049,1660.32886,1
2412.53638,6967.64,4
2412.54932,1675.27234,1
2412.88452,1683.98352,1
2412.91846,1668.79578,1
2412.91968,1685.65234,1
2413.03247,1686.79456,1
2413.05664,6969.609,4
2413.05786,1682.669,1
2413.27979,1628.21692,1
2413.38037,6928.95947,4
2413.53076,6817.416,4
2413.55322,1723.19031,1
2413.59888,1649.17285,1
2413.64331,1690.47583,1
2413.832,1679.88293,1
2413.9,1655.671,1
2413.94214,1676.82507,1
2413.98926,1607.84814,1
2414.22119,6522.07568,4
2414.35425,3470.82861,1
2414.49438,1729.12463,1
2414.536,1668.3905,1
2414.54541,1655.54309,1
2414.62573,1667.4021,1
2414.77856,6697.80664,4
2414.945,1520.406,1
2415.001,1619.80151,1
2415.01,6896.85352,4
2415.13843,1732.34229,1
2415.14917,6981.57129,4
2415.20435,1600.57751,1
2415.24585,1666.0116,1
2415.36743,1646.88086,1
2415.5874,1694.81567,1
2415.639,1699.74231,1
2415.72021,6962.924,4
2415.74536,1655.41907,1
2415.776,1637.49414,1
2415.90356,1658.8512,1
2415.99854,1632.17712,1
2416.04932,1616.19958,1
2416.124,1728.383,1
2416.19458,6912.87451,4
2416.36743,1652.27881,1
2416.41943,6906.36475,4
2416.438,1673.377,1
2416.497,6862.467,4
2416.50781,1644.01563,1
2416.5498,6927.968,4
2416.58057,1638.77844,1
2416.58179,1759.14526,1
2416.60864,1703.19763,1
2416.65234,1745.70532,1
2416.66943,1635.58545,1
2416.78564,1692.10645,1
2416.79834,6196.24268,4
2416.91382,1665.04785,1
2417.054,1619.03687,1
2417.11035,1650.56018,1
2417.273,6934.92773,4
2417.34131,1644.30371,1
2417.35278,1668.39917,1
2417.4375,1650.06885,1
2417.44165,1611.23816,1
2417.52026,1729.365,1
2417.52026,1646.6781,1
2417.52612,1613.42578,1
2417.59033,1742.5011,1
2417.61621,1715.59106,1
2417.624,1743.98059,1
2417.67432,1637.34558,1
2417.79028,1738.27759,1
2417.807,1653.2699,1
2417.83545,6702.883,4
2417.91724,1624.82019,1
2418.07446,1999.63831,1
2418.09326,1713.56567,1
2418.09888,6913.74365,4
2418.122,1705.00842,1
2418.12329,1601.69116,1
2418.213,6779.27051,4
2418.229,6926.115,4
2418.2417,1657.69263,1
2418.28735,1682.40967,1
2418.49146,1618.10742,1
2418.49463,1528.52734,1
2418.52612,1680.18286,1
2418.73267,7134.44141,4
2418.88623,1627.77759,1
2418.91626,7146.743,4
2418.92529,1661.94116,1
2418.94751,1641.68359,1
2419.05371,1615.57483,1
2419.07373,1652.4624,1
2419.21143,1657.89111,1
2419.223,1680.64685,1
2419.23657,1639.472,1
2419.333,1637.25745,1
2419.39575,6377.389,4
2419.49219,1671.88281,1
2419.516,1725.20862,1
2419.54346,1690.338,1
2419.638,1587.8158,1
2419.703,1759.5647,1
2419.742,1640.73743,1
2420.02466,7027.673,4
2420.091,1698.25525,1
2420.28418,1693.96582,1
2420.39819,1759.98645,1
2420.50781,6914.501,4
2420.518,1689.37891,1
2420.5188,1688.33936,1
2420.61572,1700.65894,1
2420.68726,6860.67236,4
2420.74585,1530.76538,1
2420.80737,6853.57471,4
2420.91333,1678.41858,1
2420.97363,1720.76868,1
2420.989,1727.01367,1
2421.01025,6914.3335,4
2421.036,1603.716,1
2421.20166,1614.46265,1
2421.25684,1696.22107,1
2421.26636,1720.8634,1
2421.32129,1722.6062,1
2421.354,1638.7063,1
2421.392,6983.99756,4
2421.39478,1567.12207,1
2421.45947,1695.74939,1
2421.47144,1643.33545,1
2421.57422,1638.48,1
2421.57886,1658.20593,1
2421.602,7058.078,4
2421.634,1759.22046,1
2421.77539,1567.67236,1
2421.789,6900.44727,4
2421.97754,1688.08923,1
2422.03833,1633.6073,1
2422.053,1715.42139,1
2422.36865,6900.85059,4
2422.438,1716.48816,1
2422.479,1694.27576,1
2422.51172,1566.42114,1
2422.53418,1551.56409,1
2422.54956,7061.064,4
2422.55615,1712.75659,1
2422.57153,1589.80725,1
2422.66724,1713.23352,1
2422.72046,1588.926,1
2422.74829,1630.327,1
2422.796,1702.44983,1
2422.84839,1593.23291,1
2422.85034,1600.11853,1
2423.0293,1664.53564,1
2423.04834,1734.68274,1
2423.18726,1764.11353,1
2423.20117,1643.18347,1
2423.28833,1635.88953,1
2423.30884,1656.92407,1
2423.386,1662.77539,1
2423.4353,1666.59326,1
2423.456,1558.40857,1
2423.49731,1667.69971,1
2423.5498,1708.53735,1
2423.61426,1670.36548,1
2423.71875,6991.343,4
2423.81372,6642.341,4
2423.86914,1667.96729,1
2423.91113,1611.12939,1
2423.93872,1611.02734,1
2423.94824,1686.61609,1
2424.092,1759.48035,1
2424.11548,1595.765,1
2424.144,1678.775,1
2424.2356,1753.01538,1
2424.43286,1733.9646,1
2424.51172,1600.829,1
2424.533,1690.788,1
2424.586,1627.37061,1
2424.597,1679.15369,1
2424.6123,1693.66113,1
2424.69116,1658.9187,1
2424.75928,1634.06763,1
2424.83,1725.26892,1
2424.937,1617.91479,1
2424.96362,1644.58557,1
2425.10767,1712.54,1
2425.20166,1599.90588,1
2425.22314,7038.278,4
2425.25439,6886.22168,4
2425.33643,1616.73242,1
2425.34961,1720.21838,1
2425.41479,1633.09851,1
2425.42383,1661.47754,1
2425.447,1625.45337,1
2425.49756,1678.32813,1
2425.546,1598.25146,1
2425.56055,6996.054,4
2425.56519,1682.95068,1
2425.57373,1745.8689,1
2425.58813,1697.71252,1
2425.65552,1654.07715,1
2425.791,6891.17432,4
2425.873,1616.73157,1
2425.94727,1623.35864,1
2425.99756,1603.6311,1
2426.06348,1716.999,1
2426.06934,1634.197,1
2426.092,1671.74878,1
2426.157,1691.32141,1
2426.16064,1651.66309,1
2426.292,1675.68542,1
2426.31567,1766.93127,1
2426.43921,1749.33655,1
2426.676,6978.32275,4
2426.78052,1639.589,1
2426.791,1644.11084,1
2426.81885,6968.352,4
2426.92236,1702.13123,1
2426.955,6988.66064,4
2426.957,1676.068,1
2427.01221,1708.58313,1
2427.036,1605.02087,1
2427.07935,1681.65808,1
2427.137,1660.54016,1
2427.16187,1652.90613,1
2427.16968,1732.25513,1
2427.2146,1662.51453,1
2427.215,1595.5321,1
2427.266,1656.482,1
2427.271,1662.47827,1
2427.30859,1695.83887,1
2427.32568,1637.914,1
2427.363,1689.05652,1
2427.363,1729.56506,1
2427.40283,1671.33948,1
2427.43555,1744.737,1
2427.43652,6776.408,4
2427.524,1608.61,1
2427.55859,1635.52661,1
2427.664,1665.91138,1
2427.69385,1570.773,1
2427.78271,1669.37109,1
2427.8125,1624.48279,1
2427.82275,1738.00854,1
2427.83936,1710.76709,1
2427.90967,1664.952,1
2427.92578,1635.4325,1
2428.03149,6905.38,4
2428.07275,1639.00793,1
2428.07349,1702.19739,1
2428.16968,1631.15955,1
2428.21216,1673.15063,1
2428.365,1723.86169,1
2428.45239,1690.76074,1
2428.4668,1808.97522,1
2428.49146,1670.14941,1
2428.51221,1627.71948,1
2428.57935,1627.82739,1
2428.585,1652.77832,1
2428.766,6784.94727,4
2428.77222,1732.23767,1
2428.79224,6906.198,4
2428.92139,1686.82776,1
2428.969,1623.43921,1
2428.98071,1665.37939,1
2429.02344,1643.36609,1
2429.0603,1753.8866,1
2429.125,6939.07031,4
2429.15063,1779.193,1
2429.19482,1711.94519,1
2429.19531,1639.235,1
2429.30762,1607.81238,1
2429.32544,1659.65979,1
2429.3916,1723.32312,1
2429.403,1627.76855,1
2429.53052,1708.74939,1
2429.587,1641.26489,1
2429.612,1576.54407,1
2429.65,1700.35352,1
2429.65063,1720.06677,1
2429.66113,1665.62634,1
2429.67578,1686.49646,1
2429.69067,1685.0459,1
2429.70483,1609.74036,1
2429.71875,1721.52466,1
2429.79419,1716.32227,1
2429.81934,1691.23621,1
2429.8623,1667.40759,1
2429.87817,1604.32373,1
2429.887,1705.32434,1
2429.90723,1734.846,1
2429.935,1747.07861,1
2429.99146,1705.10486,1
2430.127,1702.36316,1
2430.17529,1695.12219,1
2430.19067,1537.61829,1
2430.24048,1593.78308,1
2430.32251,1662.2959,1
2430.33936,1687.25647,1
2430.36621,1720.83325,1
2430.49,6898.003,4
2430.49072,1633.27,1
2430.50537,1616.40247,1
2430.56714,1664.82471,1
2430.5957,6818.2876,4
2430.637,1672.29761,1
2430.689,1643.365,1
2430.71875,1713.56287,1
2430.725,1663.698,1
2430.7373,1710.227,1
2430.77222,1695.16833,1
2430.79883,1685.98083,1
2430.828,6906.98926,4
2430.87231,1708.0553,1
2430.963,1675.17822,1
2430.97485,1679.81274,1
2431.06567,7113.655,4
2431.14,1666.28528,1
2431.171,1598.094,1
2431.24634,1706.41882,1
2431.27539,7054.06055,4
2431.39819,1632.895,1
2431.4646,1658.94958,1
2431.52124,1698.28162,1
2431.569,1662.66077,1
2431.6394,1823.6106,1
2431.6748,1601.03333,1
2431.67822,1675.19019,1
2431.72681,1662.74011,1
2431.73535,1654.74524,1
2431.738,1656.53857,1
2431.792,6875.795,4
2431.82568,1665.39038,1
2431.88745,1692.4989,1
2431.923,1663.53,1
2431.93066,1644.79883,1
2431.99438,1620.74915,1
2431.99854,1653.39465,1
2432.01929,1714.89709,1
2432.02173,1718.12817,1
2432.046,1726.76782,1
2432.08179,6793.155,4
2432.083,6948.38232,4
2432.09937,1616.95923,1
2432.1123,1661.75525,1
2432.11914,1652.71545,1
2432.2168,1713.24011,1
2432.236,1711.05151,1
2432.32446,1746.30872,1
2432.32568,1580.19458,1
2432.34741,6915.43457,4
2432.348,1684.95044,1
2432.37964,1674.85938,1
2432.40283,1675.628,1
2432.403,6954.271,4
2432.40381,6810.59033,4
2432.45068,1715.073,1
2432.46045,1668.17773,1
2432.49487,1609.97229,1
2432.527,1698.844,1
2432.59082,6818.54443,4
2432.603,1683.35046,1
2432.60962,1618.66089,1
2432.61279,1604.563,1
2432.6228,1644.291,1
2432.644,1676.00342,1
2432.69214,1668.55322,1
2432.70313,1648.98352,1
2432.72217,6929.487,4
2432.732,1669.92456,1
2432.73975,1662.64307,1
2432.831,6844.408,4
2432.8772,1681.49182,1
2432.90137,1737.87463,1
2432.90234,6959.55029,4
2432.99927,1625.36633,1
2433.04858,1630.30225,1
2433.18628,1710.73193,1
2433.20166,1659.6936,1
2433.22046,1748.83752,1
2433.24927,6850.053,4
2433.30762,1649.98,1
2433.30835,1692.97668,1
2433.31763,1641.04272,1
2433.37451,1773.79,1
2433.375,1624.12537,1
2433.44653,1560.10059,1
2433.49658,1642.21143,1
2433.57617,1615.242,1
2433.6084,6962.53174,4
2433.63257,1652.19531,1
2433.643,1673.87939,1
2433.7002,1681.77527,1
2433.70557,1595.22083,1
2433.70923,1679.20947,1
2433.7793,1679.16711,1
2433.78687,1659.32825,1
2433.80981,1662.39709,1
2433.817,6735.38037,4
2433.82642,1698.595,1
2433.83154,1687.96082,1
2433.84937,1615.17712,1
2433.94434,6877.4,4
2433.97046,1639.82849,1
2433.97168,1590.55823,1
2433.97437,1691.25061,1
2434.0022,1678.5575,1
2434.05542,1695.72583,1
2434.05859,1636.57666,1
2434.0957,1734.4126,1
2434.11157,1631.4502,1
2434.127,1614.16235,1
2434.16113,1690.85767,1
2434.17871,1634.80688,1
2434.18335,1707.66431,1
2434.19849,1596.44666,1
2434.23584,6985.827,4
2434.23877,1728.992,1
2434.2395,1674.54358,1
2434.355,1706.29016,1
2434.4126,1742.46033,1
2434.41577,1626.5498,1
2434.562,6956.604,4
2434.563,1698.39392,1
2434.599,1743.68225,1
2434.60254,6782.55029,4
2434.65845,1573.37732,1
2434.717,1642.29224,1
2434.72729,1619.89453,1
2434.81323,1604.56323,1
2434.82349,1666.32275,1
2434.889,1709.42114,1
2434.93066,1711.89587,1
2434.98242,1706.5321,1
2435.00854,1619.129,1
2435.04028,1624.82715,1
2435.08887,6787.50537,4
2435.12354,1664.23584,1
2435.14185,1632.60327,1
2435.27612,1627.13806,1
2435.3457,1658.97656,1
2435.35742,1605.70276,1
2435.37964,6903.979,4
2435.40161,6914.963,4
2435.44971,1652.58765,1
2435.47876,1713.43835,1
2435.47925,1633.6427,1
2435.48535,6831.6543,4
2435.49927,1653.65088,1
2435.54565,6980.6123,4
2435.574,1618.81458,1
2435.62036,1681.60571,1
2435.64966,1631.8905,1
2435.67651,1618.94348,1
2435.68066,1542.44165,1
2435.75415,1715.33667,1
2435.77612,1617.3634,1
2435.84326,7110.35938,4
2435.88867,1708.81079,1
2436.03613,1703.383,1
2436.0896,1678.74121,1
2436.09448,1709.6897,1
2436.11426,7037.24756,4
2436.15039,1666.00623,1
2436.16626,1745.49585,1
2436.252,6827.64551,4
2436.252,1691.7168,1
2436.25586,1673.70593,1
2436.26172,1688.22668,1
2436.29077,1604.82642,1
2436.312,6912.036,4
2436.33154,1700.40027,1
2436.37231,1751.86023,1
2436.38867,1656.814,1
2436.39087,1687.419,1
2436.41528,1694.95984,1
2436.44946,1728.153,1
2436.475,1601.63342,1
2436.48657,6966.28027,4
2436.499,1630.07544,1
2436.51782,6941.772,4
2436.58081,1675.34192,1
2436.59888,1627.45288,1
2436.60522,1668.15222,1
2436.665,1725.72327,1
2436.76123,1655.37561,1
2436.84644,1644.51221,1
2436.85278,1728.74622,1
2436.85352,1677.80176,1
2436.8623,1682.94849,1
2436.89233,1679.93945,1
2436.96753,1585.64648,1
2436.97021,7100.936,4
2436.98413,1662.78113,1
2436.99561,1608.61829,1
2437.03149,1682.55481,1
2437.09473,1605.03613,1
2437.11157,7099.86426,4
2437.13867,6993.91553,4
2437.16577,1622.77808,1
2437.19116,1649.35889,1
2437.20557,1683.63489,1
2437.20679,1673.07263,1
2437.23364,1609.123,1
2437.256,1710.26025,1
2437.3147,1707.21155,1
2437.318,1645.92493,1
2437.3374,1661.57922,1
2437.37842,1727.51,1
2437.40869,1641.31018,1
2437.46118,1638.01746,1
2437.47754,1707.92322,1
2437.47925,1729.356,1
2437.50366,1708.342,1
2437.52026,1603.71069,1
2437.5376,6824.88428,4
2437.56177,1598.69556,1
2437.56543,1633.31946,1
2437.584,1627.83142,1
2437.59375,1744.96252,1
2437.627,6810.269,4
2437.63452,1647.69641,1
2437.65015,6609.76,4
2437.65552,1652.719,1
2437.66382,1599.13818,1
2437.67969,1682.973,1
2437.743,1681.62366,1
2437.841,1639.78235,1
2437.861,1604.52991,1
2437.88965,1673.57971,1
2437.90527,1587.865,1
2437.91748,1609.818,1
2437.95117,1701.68909,1
2437.97485,1674.27209,1
2438,6837.50635,4
2438.02173,1728.24524,1
2438.07129,1647.44556,1
2438.07227,7085.481,4
2438.14478,1625.031,1
2438.166,1672.23877,1
2438.17188,1637.30334,1
2438.26758,1639.75964,1
2438.3186,1626.04675,1
2438.35327,1648.92078,1
2438.39819,1686.97388,1
2438.40161,1685.58691,1
2438.44165,1597.56055,1
2438.446,1594.792,1
2438.45874,6933.41748,4
2438.484,1704.67322,1
2438.49561,1621.42786,1
2438.509,1698.64771,1
2438.52075,1678.25879,1
2438.52319,1665.79358,1
2438.57642,1791.4884,1
2438.61475,1735.89746,1
2438.61841,1620.3208,1
2438.662,1654.46265,1
2438.66333,1693.55835,1
2438.68359,6834.522,4
2438.75635,1612.14844,1
2438.81763,1627.26514,1
2438.819,1663.86536,1
2438.902,1789.26929,1
2438.90967,1590.30994,1
2438.91162,7067.909,4
2438.92041,1656.46423,1
2438.94678,1723.57336,1
2438.957,1708.15247,1
2439.00122,1668.50293,1
2439.02222,1710.17346,1
2439.19946,1683.64417,1
2439.20044,1703.97815,1
2439.202,1649.80334,1
2439.21777,1713.91248,1
2439.24023,1730.19421,1
2439.24487,1611.52942,1
2439.28369,7006.08545,4
2439.35254,1598.07019,1
2439.4502,1641.54688,1
2439.52124,1728.04675,1
2439.58569,1746.98071,1
2439.61,1674.06348,1
2439.65723,1650.06079,1
2439.66846,1654.36487,1
2439.70215,1672.60388,1
2439.737,1699.4281,1
2439.748,1666.04553,1
2439.762,1660.88953,1
2439.77563,1658.81213,1
2439.81372,1629.23474,1
2439.83325,1682.84265,1
2439.85278,1617.65833,1
2439.87671,1680.30762,1
2439.932,1583.194,1
2439.95947,1777.59741,1
2439.966,1690.41711,1
2440.024,1645.87524,1
2440.03369,1655.09961,1
2440.06079,1772.71948,1
2440.06787,2443.83521,1
2440.08521,1652.5365,1
2440.08569,1619.05908,1
2440.08813,1745.2019,1
2440.13013,1651.44592,1
2440.14038,6921.05664,4
2440.24756,1666.59241,1
2440.26343,1603.2356,1
2440.27051,1675.2948,1
2440.279,1685.7804,1
2440.289,6562.711,4
2440.31958,1704.51868,1
2440.3252,1643.61316,1
2440.35449,1776.54968,1
2440.45142,1611.41431,1
2440.49854,6903.81055,4
2440.50562,1631.29724,1
2440.529,1657.041,1
2440.56982,1644.044,1
2440.57837,1675.07288,1
2440.65381,1706.96851,1
2440.67383,1733.50525,1
2440.67627,1621.27625,1
2440.72559,1635.72522,1
2440.74878,1645.9585,1
2440.7793,1634.98718,1
2440.80713,1674.63464,1
2440.898,1645.43726,1
2440.91455,1652.26,1
2440.94141,6356.974,4
2440.951,1645.81665,1
2440.985,6927.40869,4
2441.02319,1644.46423,1
2441.092,1648.34265,1
2441.14722,1578.08972,1
2441.26587,1651.70117,1
2441.28,1666.16785,1
2441.30029,6937.79443,4
2441.332,1622.73193,1
2441.33984,1744.83057,1
2441.355,1650.96045,1
2441.388,1646.85791,1
2441.38818,1728.848,1
2441.44775,1744.99512,1
2441.44971,1650.36157,1
2441.47485,1708.72083,1
2441.479,1670.67859,1
2441.492,1598.2572,1
2441.51685,1579.98914,1
2441.59253,1689.21509,1
2441.60229,1630.18079,1
2441.66431,6983.916,4
2441.68652,1641.98132,1
2441.73071,1627.24084,1
2441.83472,1630.76331,1
2441.858,1587.60474,1
2441.90234,1593.89746,1
2441.91,1705.77661,1
2441.923,1631.13147,1
2441.94165,6234.69531,4
2441.95483,1667.764,1
2441.99829,1608.53455,1
2442.0127,1615.39307,1
2442.01685,1638.35425,1
2442.082,1633.8894,1
2442.1582,1663.43213,1
2442.1897,1706.04761,1
2442.242,1689.61389,1
2442.28784,1676.22192,1
2442.335,1661.50977,1
2442.33643,1634.20483,1
2442.34619,1637.77368,1
2442.359,1690.76685,1
2442.41431,1558.81787,1
2442.47559,1709.09009,1
2442.48364,1715.73462,1
2442.484,1675.67249,1
2442.503,1680.4917,1
2442.503,1647.48572,1
2442.54736,6886.332,4
2442.573,1628.95288,1
2442.57471,1655.73181,1
2442.60278,1650.07654,1
2442.663,1567.97632,1
2442.6897,1681.08118,1
2442.72485,1646.89014,1
2442.72974,1675.68311,1
2442.787,1609.286,1
2442.8147,1733.38245,1
2442.822,1640.176,1
2442.832,1667.38367,1
2442.86426,1658.373,1
2442.90283,1571.08813,1
2442.90356,1597.38855,1
2442.90454,1658.70068,1
2443.084,7157.74365,4
2443.095,1625.606,1
2443.09521,1684.41785,1
2443.09766,1659.72314,1
2443.1748,1631.43713,1
2443.22241,1655.62122,1
2443.32,1715.32214,1
2443.371,1709.92749,1
2443.39526,1704.50671,1
2443.397,1675.80652,1
2443.48535,1724.33557,1
2443.48779,1628.92236,1
2443.525,1610.35974,1
2443.52856,1718.03516,1
2443.54639,1683.16772,1
2443.60352,1579.89526,1
2443.64722,1712.68286,1
2443.71313,1681.67615,1
2443.74072,1598.19141,1
2443.79614,1667.22034,1
2443.8103,1642.15955,1
2443.81128,1689.5603,1
2443.88623,1661.94348,1
2443.9043,1638.16882,1
2443.95728,1580.887,1
2443.96851,6909.60547,4
2444.061,1664.84058,1
2444.075,6890.56152,4
2444.15,3411.65454,1
2444.15552,6954.055,4
2444.15845,4998.14,4
2444.16919,6935.47656,4
2444.191,1612.39136,1
2444.19385,6902.992,4
2444.213,1606.00684,1
2444.23755,1637.72681,1
2444.24365,1746.4635,1
2444.24854,1715.48438,1
2444.26514,1664.7467,1
