Ch1 Amplitude,Ch2 Amplitude
694.2223,6731.25635
703.444763,6875.576
707.541443,6844.22168
708.7115,6882.153
711.261169,6679.02441
713.155457,6796.90625
713.764343,6850.199
717.2043,6881.69775
717.547852,6741.69434
721.464355,6792.32275
722.103,6803.328
723.095154,6788.32373
724.892,6737.21729
725.382568,6671.17334
726.687561,6830.105
726.8701,6782.611
727.8192,6624.3125
728.8518,6819.954
728.9543,6802.34961
729.7848,6807.54443
730.9891,6752.67334
731.6949,6709.76
731.9967,6565.19873
732.045166,6756.105
733.1597,6726.37939
733.2845,6719.736
734.3152,6562.37646
734.3181,6541.6416
734.6342,6903.82861
734.78064,6530.51367
734.9034,6854.286
735.0603,6842.208
735.4995,6765.51025
736.0024,6679.855
736.3571,6533.44141
736.6658,6858.46045
737.750732,6683.45068
737.7912,6598.60938
737.87384,6801.836
738.470032,6895.05664
738.854858,6775.55859
739.7975,6757.915
739.9967,6808.541
740.0547,6897.679
740.099854,6742.604
740.5264,6726.10547
741.5617,6771.042
741.5908,6735.30664
741.899,6781.244
741.988159,6877.105
742.192139,6762.16553
742.317932,6727.8584
742.7083,6774.92969
742.9044,1165.69324
743.0088,6395.305
743.174,6637.36865
743.395752,6795.831
743.4186,6693.25342
743.9032,6802.09
744.185,6795.13525
744.718933,6705.20459
744.734741,6789.366
745.0251,6696.402
745.2759,6820.368
745.7114,6472.048
745.8549,6722.20361
747.509155,6703.78369
748.031555,6861.14063
748.4358,6669.45166
748.647034,6902.978
748.911,6850.25537
749.1969,6782.946
749.342468,6838.613
749.554138,6767.06348
749.600464,6604.208
749.626343,6804.773
749.7289,6782.48145
749.824,6813.382
749.8779,6698.659
750.3484,6510.805
750.481567,6850.48828
750.6001,6778.616
750.620361,6805.94775
750.652039,6613.914
751.1722,6738.681
751.694031,6781.625
751.713257,6792.441
751.7473,6525.38232
751.9128,6721.6626
752.109253,6663.631
752.3622,6723.81738
752.3921,7098.10156
752.4546,6845.462
752.4728,6564.834
753.0675,6809.581
753.2688,6575.5
753.272034,6674.616
753.3515,6800.71631
753.890442,6830.87158
753.906067,6718.207
754.117859,6785.993
754.1916,6686.48242
754.3943,6754.089
754.4244,6821.11
754.6519,6533.838
754.6715,6662.45068
755.1113,6727.153
755.881,6760.936
755.8943,6733.05859
755.9623,6726.37354
756.057,6650.41162
756.0617,6583.07275
756.353149,6561.4043
756.4116,6893.60059
756.7932,6741.28467
757.0847,6743.84
757.9851,6645.461
758.287231,6683.074
758.7159,6760.932
758.7373,6409.63428
758.8568,6842.999
758.857849,6796.1626
758.897644,6658.03271
758.905151,6741.03662
758.9103,6772.747
759.732056,6714.246
760.1384,6688.772
760.2049,6609.1665
760.251038,6798.297
760.7988,6695.86133
761.2449,6622.125
761.490356,6785.419
761.5715,6660.45361
761.7044,6731.60059
761.798767,6789.42041
761.850647,6717.4126
761.921,6551.899
762.5094,6860.917
762.514,6725.63672
762.595154,6793.79736
762.648438,6611.98145
762.882751,6823.67139
763.0763,6729.32275
763.1074,6638.28467
763.1182,6691.392
763.170959,7037.436
763.220032,6690.37451
763.2385,6798.959
763.342041,6768.07275
763.376953,6739.62256
763.4381,6585.11865
763.653564,6846.956
763.713867,6753.57373
763.8033,6762.30127
763.8862,6724.9126
763.9145,6674.279
764.0002,6935.75928
764.1804,6756.473
764.3292,6689.074
764.5769,6785.11
764.587646,6717.68555
764.711,6618.119
764.8846,6876.622
764.891357,6740.09
764.897766,6736.75146
764.9166,6722.066
764.943237,6624.93457
764.9943,6827.12158
765.2296,6611.772
765.284,6739.321
765.5266,6922.34961
765.5642,6778.42773
765.6057,6743.88965
765.7232,6769.47363
765.8357,6580.76025
766.0517,6765.005
766.2646,6772.915
766.3705,6688.6875
766.37085,6626.71826
766.6056,6716.6333
766.7285,6722.871
767.088,6688.445
767.197266,6696.684
767.2349,6672.726
767.2713,6773.878
767.312866,6843.40967
767.467,6441.42627
767.515137,6791.967
767.5547,6673.986
767.695435,6769.243
767.807068,6891.85352
767.9965,6918.32
767.998169,6854.38965
768.0374,6893.837
768.1143,6830.772
768.254,6747.80762
768.341248,6794.14258
768.512756,6879.00928
768.5553,6759.76025
768.614563,6719.23047
768.6401,6710.321
768.683,6716.07373
768.7387,6712.407
768.7908,6709.18164
768.7993,6740.277
769.0377,6721.45068
769.1384,6772.93457
769.142456,6746.622
769.3459,6756.806
769.620361,6856.271
769.6287,6935.48
769.694458,6842.13135
769.7552,6867.19141
769.7995,6801.92334
770.0754,6639.14453
770.3073,6854.94531
770.475952,6741.48438
770.625549,6983.17871
770.819763,6714.078
771.0258,6824.818
771.399963,6740.57129
771.4767,6662.05957
771.538635,6825.8667
771.6553,6553.99658
771.926,6876.07861
772.0048,6590.96875
772.0419,6631.651
772.09436,6685.478
772.1665,6700.82373
772.267761,6756.359
772.301758,6768.01953
772.3153,6739.20068
772.316,6672.877
772.383,6598.892
772.4382,6638.751
772.506958,6742.004
772.9127,6831.77734
773.0935,6823.07275
773.0964,6733.26
773.1065,6854.381
773.175354,6653.82471
773.3483,6791.27051
773.424866,6734.96875
773.671265,6654.449
773.69696,6853.26172
773.936157,6738.534
774.045837,6700.767
774.0943,6712.91162
774.0955,6668.79346
774.226257,6585.832
774.3719,6560.226
